Time,Source,Destination,SrcPort,DstPort,Protocol,Frame,Ack,Bytes,Payload
3.029820,192.168.122.20,192.168.121.10,21,55956,TCP,366,354,78,21 > 55956 [ACK] Seq=1 Ack=187361 Win=181632 Len=0 TSval=856917 TSecr=647358 SLE=190257 SRE=194601
3.029855,192.168.122.20,192.168.121.10,21,55956,TCP,369,365,78,21 > 55956 [ACK] Seq=1 Ack=188809 Win=180224 Len=0 TSval=856917 TSecr=647358 SLE=190257 SRE=194601
3.030103,192.168.122.20,192.168.121.10,21,55956,TCP,371,,86,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=188809 Win=182272 Len=0 TSval=856917 TSecr=647358 SLE=196049 SRE=198945 SLE=190257 SRE=194601
3.030133,192.168.122.20,192.168.121.10,21,55956,TCP,373,359,78,21 > 55956 [ACK] Seq=1 Ack=194601 Win=181376 Len=0 TSval=856917 TSecr=647358 SLE=196049 SRE=198945
3.030154,192.168.122.20,192.168.121.10,21,55956,TCP,375,,78,[TCP Dup ACK 373#1] 21 > 55956 [ACK] Seq=1 Ack=194601 Win=181376 Len=0 TSval=856917 TSecr=647358 SLE=196049 SRE=200393
3.030397,192.168.122.20,192.168.121.10,21,55956,TCP,377,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=194601 Win=182528 Len=0 TSval=856917 TSecr=647358 SLE=196049 SRE=203289
3.030425,192.168.122.20,192.168.121.10,21,55956,TCP,379,,78,[TCP Dup ACK 377#1] 21 > 55956 [ACK] Seq=1 Ack=194601 Win=182528 Len=0 TSval=856917 TSecr=647358 SLE=196049 SRE=204737
3.030443,192.168.122.20,192.168.121.10,21,55956,TCP,381,374,66,21 > 55956 [ACK] Seq=1 Ack=204737 Win=180480 Len=0 TSval=856917 TSecr=647358
3.030733,192.168.122.20,192.168.121.10,21,55956,TCP,383,378,66,21 > 55956 [ACK] Seq=1 Ack=207633 Win=185344 Len=0 TSval=856917 TSecr=647359
3.030763,192.168.122.20,192.168.121.10,21,55956,TCP,385,,78,[TCP Dup ACK 383#1] 21 > 55956 [ACK] Seq=1 Ack=207633 Win=185344 Len=0 TSval=856917 TSecr=647359 SLE=209081 SRE=213425
3.030788,192.168.122.20,192.168.121.10,21,55956,TCP,388,382,66,21 > 55956 [ACK] Seq=1 Ack=213425 Win=181504 Len=0 TSval=856917 TSecr=647359
3.031054,192.168.122.20,192.168.121.10,21,55956,TCP,390,384,66,21 > 55956 [ACK] Seq=1 Ack=216321 Win=185344 Len=0 TSval=856917 TSecr=647359
3.031091,192.168.122.20,192.168.121.10,21,55956,TCP,392,,78,[TCP Dup ACK 390#1] 21 > 55956 [ACK] Seq=1 Ack=216321 Win=185344 Len=0 TSval=856917 TSecr=647359 SLE=207633 SRE=209081
3.031113,192.168.122.20,192.168.121.10,21,55956,TCP,394,389,66,21 > 55956 [ACK] Seq=1 Ack=219217 Win=183296 Len=0 TSval=856917 TSecr=647359
3.031355,192.168.122.20,192.168.121.10,21,55956,TCP,396,391,66,21 > 55956 [ACK] Seq=1 Ack=222113 Win=185344 Len=0 TSval=856917 TSecr=647359
3.031651,192.168.122.20,192.168.121.10,21,55956,TCP,398,393,66,21 > 55956 [ACK] Seq=1 Ack=225009 Win=185344 Len=0 TSval=856917 TSecr=647359
3.031726,192.168.122.20,192.168.121.10,21,55956,TCP,400,395,66,21 > 55956 [ACK] Seq=1 Ack=229353 Win=182784 Len=0 TSval=856917 TSecr=647359
3.031794,192.168.122.20,192.168.121.10,21,55956,TCP,402,397,66,21 > 55956 [ACK] Seq=1 Ack=232249 Win=185344 Len=0 TSval=856917 TSecr=647359
3.032027,192.168.122.20,192.168.121.10,21,55956,TCP,404,399,66,21 > 55956 [ACK] Seq=1 Ack=236593 Win=184576 Len=0 TSval=856917 TSecr=647359
3.032179,192.168.122.20,192.168.121.10,21,55956,TCP,406,401,66,21 > 55956 [ACK] Seq=1 Ack=240937 Win=182016 Len=0 TSval=856917 TSecr=647359
3.035816,192.168.122.20,192.168.121.10,21,55956,TCP,408,407,66,21 > 55956 [ACK] Seq=1 Ack=255417 Win=184576 Len=0 TSval=856918 TSecr=647360
3.036412,192.168.122.20,192.168.121.10,21,55956,TCP,410,409,66,21 > 55956 [ACK] Seq=1 Ack=258305 Win=191616 Len=0 TSval=856918 TSecr=647360
3.037066,192.168.122.20,192.168.121.10,21,55956,TCP,412,411,66,21 > 55956 [ACK] Seq=1 Ack=258561 Win=194432 Len=0 TSval=856918 TSecr=647360
3.038055,192.168.122.20,192.168.121.10,21,55956,TCP,414,413,66,21 > 55956 [ACK] Seq=1 Ack=258817 Win=197376 Len=0 TSval=856919 TSecr=647360
3.039318,192.168.122.20,192.168.121.10,21,55956,TCP,416,415,66,21 > 55956 [ACK] Seq=1 Ack=259073 Win=200320 Len=0 TSval=856919 TSecr=647361
3.040419,192.168.122.20,192.168.121.10,21,55956,TCP,418,417,66,21 > 55956 [ACK] Seq=1 Ack=259329 Win=203136 Len=0 TSval=856919 TSecr=647361
3.041409,192.168.122.20,192.168.121.10,21,55956,TCP,420,419,66,21 > 55956 [ACK] Seq=1 Ack=259585 Win=206080 Len=0 TSval=856919 TSecr=647361
3.042477,192.168.122.20,192.168.121.10,21,55956,TCP,422,421,66,21 > 55956 [ACK] Seq=1 Ack=259841 Win=208896 Len=0 TSval=856920 TSecr=647361
3.043662,192.168.122.20,192.168.121.10,21,55956,TCP,424,423,66,21 > 55956 [ACK] Seq=1 Ack=260097 Win=211840 Len=0 TSval=856920 TSecr=647362
3.067366,192.168.122.20,192.168.121.10,21,55956,TCP,428,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=260097 Win=214784 Len=0 TSval=856926 TSecr=647362 SLE=261801 SRE=263249
3.072897,192.168.122.20,192.168.121.10,21,55956,TCP,430,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=260097 Win=217600 Len=0 TSval=856927 TSecr=647362 SLE=261801 SRE=264697
3.073316,192.168.122.20,192.168.121.10,21,55956,TCP,432,425,78,21 > 55956 [ACK] Seq=1 Ack=260353 Win=220544 Len=0 TSval=856927 TSecr=647369 SLE=261801 SRE=264697
3.073767,192.168.122.20,192.168.121.10,21,55956,TCP,435,,78,[TCP Dup ACK 432#1] 21 > 55956 [ACK] Seq=1 Ack=260353 Win=220544 Len=0 TSval=856928 TSecr=647369 SLE=261801 SRE=264705
3.079169,192.168.122.20,192.168.121.10,21,55956,TCP,437,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=260353 Win=223488 Len=0 TSval=856929 TSecr=647369 SLE=261801 SRE=266153
3.079495,192.168.122.20,192.168.121.10,21,55956,TCP,439,436,66,21 > 55956 [ACK] Seq=1 Ack=266153 Win=226304 Len=0 TSval=856929 TSecr=647371
3.079765,192.168.122.20,192.168.121.10,21,55956,TCP,441,440,66,21 > 55956 [ACK] Seq=1 Ack=266241 Win=226304 Len=0 TSval=856929 TSecr=647371
3.080005,192.168.122.20,192.168.121.10,21,55956,TCP,443,442,66,21 > 55956 [ACK] Seq=1 Ack=266497 Win=229248 Len=0 TSval=856929 TSecr=647371
3.081025,192.168.122.20,192.168.121.10,21,55956,TCP,445,444,66,21 > 55956 [ACK] Seq=1 Ack=266753 Win=232064 Len=0 TSval=856929 TSecr=647371
3.082092,192.168.122.20,192.168.121.10,21,55956,TCP,447,446,66,21 > 55956 [ACK] Seq=1 Ack=267009 Win=235008 Len=0 TSval=856930 TSecr=647371
3.090473,192.168.122.20,192.168.121.10,21,55956,TCP,450,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=267009 Win=237952 Len=0 TSval=856932 TSecr=647371 SLE=267265 SRE=268713
3.096392,192.168.122.20,192.168.121.10,21,55956,TCP,452,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=267009 Win=240768 Len=0 TSval=856933 TSecr=647371 SLE=267265 SRE=270161
3.101756,192.168.122.20,192.168.121.10,21,55956,TCP,454,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=267009 Win=243712 Len=0 TSval=856935 TSecr=647371 SLE=267265 SRE=271609
3.101956,192.168.122.20,192.168.121.10,21,55956,TCP,456,453,66,21 > 55956 [ACK] Seq=1 Ack=271609 Win=246656 Len=0 TSval=856935 TSecr=647376
3.102100,192.168.122.20,192.168.121.10,21,55956,TCP,458,457,66,21 > 55956 [ACK] Seq=1 Ack=271617 Win=246656 Len=0 TSval=856935 TSecr=647376
3.102618,192.168.122.20,192.168.121.10,21,55956,TCP,460,459,66,21 > 55956 [ACK] Seq=1 Ack=271873 Win=249472 Len=0 TSval=856935 TSecr=647377
3.110928,192.168.122.20,192.168.121.10,21,55956,TCP,463,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=271873 Win=252416 Len=0 TSval=856937 TSecr=647377 SLE=272129 SRE=273577
3.123277,192.168.122.20,192.168.121.10,21,55956,TCP,466,,86,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=271873 Win=255232 Len=0 TSval=856940 TSecr=647377 SLE=275025 SRE=276473 SLE=272129 SRE=273577
3.123475,192.168.122.20,192.168.121.10,21,55956,TCP,468,462,78,21 > 55956 [ACK] Seq=1 Ack=273577 Win=258176 Len=0 TSval=856940 TSecr=647382 SLE=275025 SRE=276473
3.123654,192.168.122.20,192.168.121.10,21,55956,TCP,471,465,66,21 > 55956 [ACK] Seq=1 Ack=276473 Win=261120 Len=0 TSval=856940 TSecr=647382
3.123660,192.168.122.20,192.168.121.10,21,55956,TCP,472,470,66,21 > 55956 [ACK] Seq=1 Ack=276481 Win=261120 Len=0 TSval=856940 TSecr=647382
3.124027,192.168.122.20,192.168.121.10,21,55956,TCP,474,473,66,21 > 55956 [ACK] Seq=1 Ack=276737 Win=263936 Len=0 TSval=856940 TSecr=647382
3.125262,192.168.122.20,192.168.121.10,21,55956,TCP,476,475,66,21 > 55956 [ACK] Seq=1 Ack=276993 Win=266880 Len=0 TSval=856940 TSecr=647382
3.127284,192.168.122.20,192.168.121.10,21,55956,TCP,478,477,66,21 > 55956 [ACK] Seq=1 Ack=277249 Win=269824 Len=0 TSval=856941 TSecr=647382
3.127926,192.168.122.20,192.168.121.10,21,55956,TCP,480,479,66,21 > 55956 [ACK] Seq=1 Ack=277505 Win=272640 Len=0 TSval=856941 TSecr=647383
3.135537,192.168.122.20,192.168.121.10,21,55956,TCP,483,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=277505 Win=275584 Len=0 TSval=856943 TSecr=647383 SLE=277761 SRE=279209
3.142134,192.168.122.20,192.168.121.10,21,55956,TCP,485,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=277505 Win=278400 Len=0 TSval=856945 TSecr=647383 SLE=277761 SRE=280657
3.738822,192.168.122.20,192.168.121.10,21,55956,TCP,489,486,78,21 > 55956 [ACK] Seq=1 Ack=282105 Win=284288 Len=0 TSval=857094 TSecr=647434 SLE=277505 SRE=277761
3.739202,192.168.122.20,192.168.121.10,21,55956,TCP,492,490,66,21 > 55956 [ACK] Seq=1 Ack=285001 Win=290048 Len=0 TSval=857094 TSecr=647536
3.739234,192.168.122.20,192.168.121.10,21,55956,TCP,495,491,66,21 > 55956 [ACK] Seq=1 Ack=287897 Win=295808 Len=0 TSval=857094 TSecr=647536
3.739432,192.168.122.20,192.168.121.10,21,55956,TCP,498,493,66,21 > 55956 [ACK] Seq=1 Ack=290793 Win=301568 Len=0 TSval=857094 TSecr=647536
3.739455,192.168.122.20,192.168.121.10,21,55956,TCP,501,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=290793 Win=304512 Len=0 TSval=857094 TSecr=647536 SLE=295137 SRE=296585
3.739607,192.168.122.20,192.168.121.10,21,55956,TCP,503,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=290793 Win=310272 Len=0 TSval=857094 TSecr=647536 SLE=295137 SRE=299481
3.739628,192.168.122.20,192.168.121.10,21,55956,TCP,506,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=290793 Win=313216 Len=0 TSval=857094 TSecr=647536 SLE=295137 SRE=300929
3.739635,192.168.122.20,192.168.121.10,21,55956,TCP,508,494,78,21 > 55956 [ACK] Seq=1 Ack=292241 Win=316160 Len=0 TSval=857094 TSecr=647536 SLE=295137 SRE=300929
3.739796,192.168.122.20,192.168.121.10,21,55956,TCP,510,504,86,21 > 55956 [ACK] Seq=1 Ack=293689 Win=318720 Len=0 TSval=857094 TSecr=647536 SLE=302377 SRE=303825 SLE=295137 SRE=300929
3.740047,192.168.122.20,192.168.121.10,21,55956,TCP,512,,86,[TCP Dup ACK 510#1] 21 > 55956 [ACK] Seq=1 Ack=293689 Win=318720 Len=0 TSval=857094 TSecr=647536 SLE=302377 SRE=306721 SLE=295137 SRE=300929
3.740197,192.168.122.20,192.168.121.10,21,55956,TCP,515,,78,[TCP Dup ACK 510#2] 21 > 55956 [ACK] Seq=1 Ack=293689 Win=318720 Len=0 TSval=857094 TSecr=647536 SLE=295137 SRE=306721
3.740211,192.168.122.20,192.168.121.10,21,55956,TCP,517,,78,[TCP Dup ACK 510#3] 21 > 55956 [ACK] Seq=1 Ack=293689 Win=318720 Len=0 TSval=857094 TSecr=647536 SLE=295137 SRE=308169
3.740330,192.168.122.20,192.168.121.10,21,55956,TCP,519,,78,[TCP Dup ACK 510#4] 21 > 55956 [ACK] Seq=1 Ack=293689 Win=318720 Len=0 TSval=857094 TSecr=647536 SLE=295137 SRE=311065
3.740445,192.168.122.20,192.168.121.10,21,55956,TCP,522,,78,[TCP Dup ACK 510#5] 21 > 55956 [ACK] Seq=1 Ack=293689 Win=318720 Len=0 TSval=857094 TSecr=647536 SLE=295137 SRE=313961
4.134910,192.168.122.20,192.168.121.10,21,55956,TCP,527,524,66,21 > 55956 [ACK] Seq=1 Ack=316857 Win=310016 Len=0 TSval=857193 TSecr=647635
4.135688,192.168.122.20,192.168.121.10,21,55956,TCP,532,528,66,21 > 55956 [ACK] Seq=1 Ack=319753 Win=318720 Len=0 TSval=857193 TSecr=647635
4.135884,192.168.122.20,192.168.121.10,21,55956,TCP,534,529,66,21 > 55956 [ACK] Seq=1 Ack=322649 Win=318720 Len=0 TSval=857193 TSecr=647635
4.135935,192.168.122.20,192.168.121.10,21,55956,TCP,537,,78,[TCP Dup ACK 534#1] 21 > 55956 [ACK] Seq=1 Ack=322649 Win=318720 Len=0 TSval=857193 TSecr=647635 SLE=325545 SRE=326993
4.136174,192.168.122.20,192.168.121.10,21,55956,TCP,539,,78,[TCP Dup ACK 534#2] 21 > 55956 [ACK] Seq=1 Ack=322649 Win=318720 Len=0 TSval=857193 TSecr=647635 SLE=325545 SRE=329889
4.136201,192.168.122.20,192.168.121.10,21,55956,TCP,541,,86,[TCP Dup ACK 534#3] 21 > 55956 [ACK] Seq=1 Ack=322649 Win=318720 Len=0 TSval=857193 TSecr=647635 SLE=332785 SRE=334233 SLE=325545 SRE=329889
4.136423,192.168.122.20,192.168.121.10,21,55956,TCP,543,533,78,21 > 55956 [ACK] Seq=1 Ack=329889 Win=318720 Len=0 TSval=857193 TSecr=647635 SLE=332785 SRE=335681
4.136565,192.168.122.20,192.168.121.10,21,55956,TCP,547,544,78,21 > 55956 [ACK] Seq=1 Ack=331337 Win=318720 Len=0 TSval=857193 TSecr=647635 SLE=332785 SRE=335681
4.136588,192.168.122.20,192.168.121.10,21,55956,TCP,549,,78,[TCP Dup ACK 547#1] 21 > 55956 [ACK] Seq=1 Ack=331337 Win=318720 Len=0 TSval=857193 TSecr=647635 SLE=332785 SRE=338577
4.136621,192.168.122.20,192.168.121.10,21,55956,TCP,552,,78,[TCP Dup ACK 547#2] 21 > 55956 [ACK] Seq=1 Ack=331337 Win=318720 Len=0 TSval=857193 TSecr=647635 SLE=332785 SRE=340025
4.136744,192.168.122.20,192.168.121.10,21,55956,TCP,554,,78,[TCP Dup ACK 547#3] 21 > 55956 [ACK] Seq=1 Ack=331337 Win=318720 Len=0 TSval=857193 TSecr=647635 SLE=332785 SRE=341473
4.136832,192.168.122.20,192.168.121.10,21,55956,TCP,556,548,66,21 > 55956 [ACK] Seq=1 Ack=341473 Win=318720 Len=0 TSval=857193 TSecr=647635
4.136906,192.168.122.20,192.168.121.10,21,55956,TCP,559,551,66,21 > 55956 [ACK] Seq=1 Ack=342921 Win=318464 Len=0 TSval=857193 TSecr=647635
4.137079,192.168.122.20,192.168.121.10,21,55956,TCP,561,,86,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=342921 Win=318720 Len=0 TSval=857193 TSecr=647635 SLE=347265 SRE=350161 SLE=344369 SRE=345817
4.137118,192.168.122.20,192.168.121.10,21,55956,TCP,564,,78,[TCP Dup ACK 561#1] 21 > 55956 [ACK] Seq=1 Ack=342921 Win=318720 Len=0 TSval=857193 TSecr=647635 SLE=344369 SRE=350161
4.137136,192.168.122.20,192.168.121.10,21,55956,TCP,566,,78,[TCP Dup ACK 561#2] 21 > 55956 [ACK] Seq=1 Ack=342921 Win=318720 Len=0 TSval=857193 TSecr=647635 SLE=344369 SRE=351609
4.137681,192.168.122.20,192.168.121.10,21,55956,TCP,568,,78,[TCP Dup ACK 561#3] 21 > 55956 [ACK] Seq=1 Ack=342921 Win=318720 Len=0 TSval=857194 TSecr=647635 SLE=344369 SRE=355953
4.138310,192.168.122.20,192.168.121.10,21,55956,TCP,571,,78,[TCP Dup ACK 561#4] 21 > 55956 [ACK] Seq=1 Ack=342921 Win=318720 Len=0 TSval=857194 TSecr=647635 SLE=344369 SRE=358849
4.138345,192.168.122.20,192.168.121.10,21,55956,TCP,573,,78,[TCP Dup ACK 561#5] 21 > 55956 [ACK] Seq=1 Ack=342921 Win=318720 Len=0 TSval=857194 TSecr=647635 SLE=344369 SRE=360297
4.138557,192.168.122.20,192.168.121.10,21,55956,TCP,575,,78,[TCP Dup ACK 561#6] 21 > 55956 [ACK] Seq=1 Ack=342921 Win=318720 Len=0 TSval=857194 TSecr=647635 SLE=344369 SRE=363193
4.138589,192.168.122.20,192.168.121.10,21,55956,TCP,578,,78,[TCP Dup ACK 561#7] 21 > 55956 [ACK] Seq=1 Ack=342921 Win=318720 Len=0 TSval=857194 TSecr=647635 SLE=344369 SRE=364641
4.138780,192.168.122.20,192.168.121.10,21,55956,TCP,580,579,66,21 > 55956 [ACK] Seq=1 Ack=367537 Win=309504 Len=0 TSval=857194 TSecr=647636
4.138964,192.168.122.20,192.168.121.10,21,55956,TCP,583,581,66,21 > 55956 [ACK] Seq=1 Ack=376225 Win=318720 Len=0 TSval=857194 TSecr=647636
4.138982,192.168.122.20,192.168.121.10,21,55956,TCP,586,582,66,21 > 55956 [ACK] Seq=1 Ack=384913 Win=314624 Len=0 TSval=857194 TSecr=647636
4.139152,192.168.122.20,192.168.121.10,21,55956,TCP,588,584,66,21 > 55956 [ACK] Seq=1 Ack=395049 Win=318720 Len=0 TSval=857194 TSecr=647636
4.139161,192.168.122.20,192.168.121.10,21,55956,TCP,590,585,66,21 > 55956 [ACK] Seq=1 Ack=397945 Win=318720 Len=0 TSval=857194 TSecr=647636
4.139164,192.168.122.20,192.168.121.10,21,55956,TCP,591,587,66,21 > 55956 [ACK] Seq=1 Ack=410977 Win=311552 Len=0 TSval=857194 TSecr=647636
4.139250,192.168.122.20,192.168.121.10,21,55956,TCP,592,589,66,21 > 55956 [ACK] Seq=1 Ack=412929 Win=309760 Len=0 TSval=857194 TSecr=647636
4.140090,192.168.122.20,192.168.121.10,21,55956,TCP,594,593,66,21 > 55956 [ACK] Seq=1 Ack=413185 Win=318720 Len=0 TSval=857194 TSecr=647636
4.141160,192.168.122.20,192.168.121.10,21,55956,TCP,596,595,66,21 > 55956 [ACK] Seq=1 Ack=413441 Win=318720 Len=0 TSval=857194 TSecr=647636
4.142281,192.168.122.20,192.168.121.10,21,55956,TCP,598,597,66,21 > 55956 [ACK] Seq=1 Ack=413697 Win=318720 Len=0 TSval=857195 TSecr=647636
4.143337,192.168.122.20,192.168.121.10,21,55956,TCP,600,599,66,21 > 55956 [ACK] Seq=1 Ack=413953 Win=318720 Len=0 TSval=857195 TSecr=647637
4.151167,192.168.122.20,192.168.121.10,21,55956,TCP,603,,78,[TCP Dup ACK 600#1] 21 > 55956 [ACK] Seq=1 Ack=413953 Win=318720 Len=0 TSval=857197 TSecr=647637 SLE=414209 SRE=415657
4.163708,192.168.122.20,192.168.121.10,21,55956,TCP,606,,78,[TCP Dup ACK 600#2] 21 > 55956 [ACK] Seq=1 Ack=413953 Win=318720 Len=0 TSval=857200 TSecr=647637 SLE=414209 SRE=418553
4.163941,192.168.122.20,192.168.121.10,21,55956,TCP,608,605,66,21 > 55956 [ACK] Seq=1 Ack=418553 Win=318720 Len=0 TSval=857200 TSecr=647642
4.164096,192.168.122.20,192.168.121.10,21,55956,TCP,610,609,66,21 > 55956 [ACK] Seq=1 Ack=418561 Win=318720 Len=0 TSval=857200 TSecr=647642
4.164412,192.168.122.20,192.168.121.10,21,55956,TCP,612,611,66,21 > 55956 [ACK] Seq=1 Ack=418817 Win=318720 Len=0 TSval=857200 TSecr=647642
4.165485,192.168.122.20,192.168.121.10,21,55956,TCP,614,613,66,21 > 55956 [ACK] Seq=1 Ack=419073 Win=318720 Len=0 TSval=857201 TSecr=647642
4.166559,192.168.122.20,192.168.121.10,21,55956,TCP,616,615,66,21 > 55956 [ACK] Seq=1 Ack=419329 Win=318720 Len=0 TSval=857201 TSecr=647643
4.167665,192.168.122.20,192.168.121.10,21,55956,TCP,618,617,66,21 > 55956 [ACK] Seq=1 Ack=419585 Win=318720 Len=0 TSval=857201 TSecr=647643
4.168740,192.168.122.20,192.168.121.10,21,55956,TCP,620,619,66,21 > 55956 [ACK] Seq=1 Ack=419841 Win=318720 Len=0 TSval=857201 TSecr=647643
4.169821,192.168.122.20,192.168.121.10,21,55956,TCP,622,621,66,21 > 55956 [ACK] Seq=1 Ack=420097 Win=318720 Len=0 TSval=857202 TSecr=647643
4.170900,192.168.122.20,192.168.121.10,21,55956,TCP,624,623,66,21 > 55956 [ACK] Seq=1 Ack=420353 Win=318720 Len=0 TSval=857202 TSecr=647644
4.178645,192.168.122.20,192.168.121.10,21,55956,TCP,627,,78,[TCP Dup ACK 624#1] 21 > 55956 [ACK] Seq=1 Ack=420353 Win=318720 Len=0 TSval=857204 TSecr=647644 SLE=420609 SRE=422057
4.185603,192.168.122.20,192.168.121.10,21,55956,TCP,629,,78,[TCP Dup ACK 624#2] 21 > 55956 [ACK] Seq=1 Ack=420353 Win=318720 Len=0 TSval=857206 TSecr=647644 SLE=420609 SRE=423505
4.191103,192.168.122.20,192.168.121.10,21,55956,TCP,631,,78,[TCP Dup ACK 624#3] 21 > 55956 [ACK] Seq=1 Ack=420353 Win=318720 Len=0 TSval=857207 TSecr=647644 SLE=420609 SRE=424953
4.191324,192.168.122.20,192.168.121.10,21,55956,TCP,633,630,66,21 > 55956 [ACK] Seq=1 Ack=424953 Win=318720 Len=0 TSval=857207 TSecr=647649
4.191468,192.168.122.20,192.168.121.10,21,55956,TCP,635,634,66,21 > 55956 [ACK] Seq=1 Ack=424961 Win=318720 Len=0 TSval=857207 TSecr=647649
4.198530,192.168.122.20,192.168.121.10,21,55956,TCP,638,637,66,21 > 55956 [ACK] Seq=1 Ack=426665 Win=318720 Len=0 TSval=857209 TSecr=647651
4.198793,192.168.122.20,192.168.121.10,21,55956,TCP,640,639,66,21 > 55956 [ACK] Seq=1 Ack=426753 Win=318720 Len=0 TSval=857209 TSecr=647651
4.199447,192.168.122.20,192.168.121.10,21,55956,TCP,642,641,66,21 > 55956 [ACK] Seq=1 Ack=427009 Win=318720 Len=0 TSval=857209 TSecr=647651
4.200572,192.168.122.20,192.168.121.10,21,55956,TCP,644,643,66,21 > 55956 [ACK] Seq=1 Ack=427265 Win=318720 Len=0 TSval=857209 TSecr=647651
4.201617,192.168.122.20,192.168.121.10,21,55956,TCP,646,645,66,21 > 55956 [ACK] Seq=1 Ack=427521 Win=318720 Len=0 TSval=857210 TSecr=647651
4.202691,192.168.122.20,192.168.121.10,21,55956,TCP,648,647,66,21 > 55956 [ACK] Seq=1 Ack=427777 Win=318720 Len=0 TSval=857210 TSecr=647652
4.210732,192.168.122.20,192.168.121.10,21,55956,TCP,651,,78,[TCP Dup ACK 648#1] 21 > 55956 [ACK] Seq=1 Ack=427777 Win=318720 Len=0 TSval=857212 TSecr=647652 SLE=428033 SRE=429481
4.223162,192.168.122.20,192.168.121.10,21,55956,TCP,654,,86,[TCP Dup ACK 648#2] 21 > 55956 [ACK] Seq=1 Ack=427777 Win=318720 Len=0 TSval=857215 TSecr=647652 SLE=430929 SRE=432377 SLE=428033 SRE=429481
4.223425,192.168.122.20,192.168.121.10,21,55956,TCP,656,650,78,21 > 55956 [ACK] Seq=1 Ack=429481 Win=318720 Len=0 TSval=857215 TSecr=647657 SLE=430929 SRE=432377
4.223628,192.168.122.20,192.168.121.10,21,55956,TCP,659,653,66,21 > 55956 [ACK] Seq=1 Ack=432377 Win=318720 Len=0 TSval=857215 TSecr=647657
4.223635,192.168.122.20,192.168.121.10,21,55956,TCP,660,658,66,21 > 55956 [ACK] Seq=1 Ack=432385 Win=318720 Len=0 TSval=857215 TSecr=647657
4.223889,192.168.122.20,192.168.121.10,21,55956,TCP,662,661,66,21 > 55956 [ACK] Seq=1 Ack=432641 Win=318720 Len=0 TSval=857215 TSecr=647657
4.224948,192.168.122.20,192.168.121.10,21,55956,TCP,664,663,66,21 > 55956 [ACK] Seq=1 Ack=432897 Win=318720 Len=0 TSval=857215 TSecr=647657
4.226001,192.168.122.20,192.168.121.10,21,55956,TCP,666,665,66,21 > 55956 [ACK] Seq=1 Ack=433153 Win=318720 Len=0 TSval=857216 TSecr=647657
4.227085,192.168.122.20,192.168.121.10,21,55956,TCP,668,667,66,21 > 55956 [ACK] Seq=1 Ack=433409 Win=318720 Len=0 TSval=857216 TSecr=647658
4.228165,192.168.122.20,192.168.121.10,21,55956,TCP,670,669,66,21 > 55956 [ACK] Seq=1 Ack=433665 Win=318720 Len=0 TSval=857216 TSecr=647658
4.229296,192.168.122.20,192.168.121.10,21,55956,TCP,672,671,66,21 > 55956 [ACK] Seq=1 Ack=433921 Win=318720 Len=0 TSval=857216 TSecr=647658
4.230351,192.168.122.20,192.168.121.10,21,55956,TCP,674,673,66,21 > 55956 [ACK] Seq=1 Ack=434177 Win=318720 Len=0 TSval=857217 TSecr=647658
4.231443,192.168.122.20,192.168.121.10,21,55956,TCP,676,675,66,21 > 55956 [ACK] Seq=1 Ack=434433 Win=318720 Len=0 TSval=857217 TSecr=647659
4.232566,192.168.122.20,192.168.121.10,21,55956,TCP,678,677,66,21 > 55956 [ACK] Seq=1 Ack=434689 Win=318720 Len=0 TSval=857217 TSecr=647659
4.240379,192.168.122.20,192.168.121.10,21,55956,TCP,681,,78,[TCP Dup ACK 678#1] 21 > 55956 [ACK] Seq=1 Ack=434689 Win=318720 Len=0 TSval=857219 TSecr=647659 SLE=434945 SRE=436393
4.247428,192.168.122.20,192.168.121.10,21,55956,TCP,683,,78,[TCP Dup ACK 678#2] 21 > 55956 [ACK] Seq=1 Ack=434689 Win=318720 Len=0 TSval=857221 TSecr=647659 SLE=434945 SRE=437841
4.253061,192.168.122.20,192.168.121.10,21,55956,TCP,685,,78,[TCP Dup ACK 678#3] 21 > 55956 [ACK] Seq=1 Ack=434689 Win=318720 Len=0 TSval=857222 TSecr=647659 SLE=434945 SRE=439289
4.253315,192.168.122.20,192.168.121.10,21,55956,TCP,687,684,66,21 > 55956 [ACK] Seq=1 Ack=439289 Win=318720 Len=0 TSval=857222 TSecr=647664
